0, -0.025, 0, 0, 0.00112334625980671
0, -0.0245, 0, 0, 0.00118108720573616
0, -0.024, 0, 0, 0.00124275440487661
0, -0.0235, 0, 0, 0.00130867739530172
0, -0.023, 0, 0, 0.00137921827852464
0, -0.0225, 0, 0, 0.00145477536817169
0, -0.022, 0, 0, 0.00153578728605924
0, -0.0215, 0, 0, 0.00162273756322395
0, -0.021, 0, 0, 0.00171615981069962
0, -0.0205, 0, 0, 0.00181664353281612
0, -0.02, 0, 0, 0.00192484066451577
0, -0.0195, 0, 0, 0.00204147292359772
0, -0.019, 0, 0, 0.00216734007881488
0, -0.0185, 0, 0, 0.00230332924517823
0, -0.018, 0, 0, 0.00245042532837398
0, -0.0175, 0, 0, 0.00260972275041062
0, -0.017, 0, 0, 0.00278243859780427
0, -0.0165, 0, 0, 0.00296992734080274
0, -0.016, 0, 0, 0.00317369727595966
0, -0.0155, 0, 0, 0.00339542884289276
0, -0.015, 0, 0, 0.0036369949566997
0, -0.0145, 0, 0, 0.0039004834767878
0, -0.014, 0, 0, 0.00418822189622296
0, -0.0135, 0, 0, 0.00450280427717936
0, -0.013, 0, 0, 0.00484712037011737
0, -0.0125, 0, 0, 0.00522438672750696
0, -0.012, 0, 0, 0.00563817944580374
0, -0.0115, 0, 0, 0.00609246792853879
0, -0.011, 0, 0, 0.00659164874374288
0, -0.0105, 0, 0, 0.00714057823475299
0, -0.01, 0, 0, 0.00774460202016045
0, -0.0095, 0, 0, 0.00840957887595913
0, -0.009, 0, 0, 0.00914189572974229
0, -0.0085, 0, 0, 0.00994846962833861
0, -0.008, 0, 0, 0.0108367316078612
0, -0.0075, 0, 0, 0.0118145864780798
0, -0.007, 0, 0, 0.012890341761755
0, -0.0065, 0, 0, 0.0140725985971343
0, -0.006, 0, 0, 0.0153700975785833
0, -0.0055, 0, 0, 0.0167915135944209
0, -0.005, 0, 0, 0.0183451960643902
0, -0.0045, 0, 0, 0.0200388548797135
0, -0.004, 0, 0, 0.0218791979532779
0, -0.0035, 0, 0, 0.0238715334532332
0, -0.003, 0, 0, 0.0260193579439045
0, -0.0025, 0, 0, 0.028323959687909
0, -0.002, 0, 0, 0.0307840726606034
0, -0.0015, 0, 0, 0.0333956194812201
0, -0.001, 0, 0, 0.0361515786780948
0, -0.0005, 0, 0, 0.0390420023518083
0, 0, 0, 0, 0.0420541944466734
0, 0.0005, 0, 0, 0.0451730389997351
0, 0.001, 0, 0, 0.0483814446332888
0, 0.0015, 0, 0, 0.0516608493535491
0, 0.002, 0, 0, 0.0549917108348961
0, 0.0025, 0, 0, 0.0583538922139625
0, 0.003, 0, 0, 0.0617268393083815
0, 0.0035, 0, 0, 0.0650894255123605
0, 0.004, 0, 0, 0.0684193040115163
0, 0.0045, 0, 0, 0.0716915356627221
0, 0.005, 0, 0, 0.0748761279927389
0, 0.0055, 0, 0, 0.0779338866565412
0, 0.006, 0, 0, 0.0808095942339287
0, 0.0065, 0, 0, 0.0834209588892664
0, 0.007, 0, 0, 0.0856411374075328
0, 0.0075, 0, 0, 0.087272681591577
0, 0.008, 0, 0, 0.0880141724442421
0, 0.0085, 0, 0, 0.0874345820470155
0, 0.009, 0, 0, 0.0850044934438992
0, 0.0095, 0, 0, 0.0802732877569181
0, 0.01, 0, 0, 0.0732200189805358
0, 0.0105, 0, 0, 0.0645237587871083
0, 0.011, 0, 0, 0.0553457895001017
0, 0.0115, 0, 0, 0.0467381333996164
0, 0.012, 0, 0, 0.0392687022096819
0, 0.0125, 0, 0, 0.0330620024384174
0, 0.013, 0, 0, 0.0280039115237508
0, 0.0135, 0, 0, 0.0239023779016369
0, 0.014, 0, 0, 0.0205668731783803
0, 0.0145, 0, 0, 0.0178359122420624
0, 0.015, 0, 0, 0.0155810850856749
0, 0.0155, 0, 0, 0.0137028968752341
0, 0.016, 0, 0, 0.0121248708092642
0, 0.0165, 0, 0, 0.0107881614517542
0, 0.017, 0, 0, 0.00964723361112991
0, 0.0175, 0, 0, 0.00866657251401758
0, 0.018, 0, 0, 0.00781823235463338
0, 0.0185, 0, 0, 0.00708002198923826
0, 0.019, 0, 0, 0.00643416113417139
0, 0.0195, 0, 0, 0.00586628020242157
0, 0.02, 0, 0, 0.00536467064161536
0, 0.0205, 0, 0, 0.00491971843691413
0, 0.021, 0, 0, 0.00452347232221083
0, 0.0215, 0, 0, 0.00416931178873
0, 0.022, 0, 0, 0.00385168962659719
0, 0.0225, 0, 0, 0.00356593059942728
0, 0.023, 0, 0, 0.00330807275190966
0, 0.0235, 0, 0, 0.00307474136669465
0, 0.024, 0, 0, 0.00286304812711719
0, 0.0245, 0, 0, 0.00267050989095101
0, 0.025, 0, 0, 0.00249498283618292
